timestamp,date,time,graph_size,execution_time_seconds,memory_usage_mb,algorithm,nodes_found,comparison_bfs_time,dfs_vs_bfs_ratio
2025-05-24T10:22:41.154889,2025-05-24,10:22:41,100,0.00012373924255371094,0,DFS,100,0.0001590251922607422,0.7781109445277361
2025-05-24T10:22:41.154889,2025-05-24,10:22:41,500,0.0006313323974609375,0,DFS,500,0.0006701946258544922,0.9420135183208822
2025-05-24T10:22:41.154889,2025-05-24,10:22:41,1000,0.0012018680572509766,0,DFS,1000,0.00127410888671875,0.9433008982035929
2025-05-24T10:22:41.154889,2025-05-24,10:22:41,2000,0.0024569034576416016,0,DFS,2000,0.0024962425231933594,0.9842406876790831
2025-05-24T17:02:26.909738,2025-05-24,17:02:26,100,4.9114227294921875e-05,0,DFS,100,6.151199340820312e-05,0.7984496124031008
2025-05-24T17:02:26.909738,2025-05-24,17:02:26,500,0.000217437744140625,0,DFS,500,0.00021719932556152344,1.0010976948408343
2025-05-24T17:02:26.909738,2025-05-24,17:02:26,1000,0.0004248619079589844,0,DFS,1000,0.00039887428283691406,1.0651524208009564
2025-05-24T17:02:26.909738,2025-05-24,17:02:26,2000,0.0008540153503417969,0,DFS,2000,0.0008122920989990234,1.051364837100088
