timestamp,date,time,graph_size,execution_time_seconds,memory_usage_mb,graph_shape,max_depth,max_width,comparison_wide_time
2025-05-24T10:23:22.856320,2025-05-24,10:23:22,1000,0.00047588348388671875,0,deep,999,1,0.00041747093200683594
2025-05-24T10:23:22.856320,2025-05-24,10:23:22,1000,0.00041747093200683594,0,wide,1,999,0.00047588348388671875
2025-05-24T17:02:26.909738,2025-05-24,17:02:26,1000,0.00046062469482421875,0,deep,999,1,0.00038504600524902344
2025-05-24T17:02:26.909738,2025-05-24,17:02:26,1000,0.00038504600524902344,0,wide,1,999,0.00046062469482421875
