timestamp,date,time,graph_size,execution_time_seconds
2025-05-24T09:58:57.801761,2025-05-24,09:58:57,1010101,0.8312122821807861
2025-05-24T09:59:09.235313,2025-05-24,09:59:09,1010101,0.8050975799560547
2025-05-24T17:02:21.598762,2025-05-24,17:02:21,1010101,0.7823846340179443
