timestamp,date,time,graph_size,execution_time_seconds
2025-05-24T09:58:58.008554,2025-05-24,09:58:58,500,0.0003380775451660156
2025-05-24T09:59:09.463938,2025-05-24,09:59:09,500,0.00033545494079589844
2025-05-24T17:02:21.797597,2025-05-24,17:02:21,500,0.00032806396484375
