test_name,total_runs,date_range,mean_execution_time,median_execution_time,std_execution_time,min_execution_time,max_execution_time,min_graph_size,max_graph_size,avg_graph_size
memory_intensive_graph,3,2025-05-24 to 2025-05-24,0.0051360925038655,0.0055303573608398,0.0024032009295225413,0.0025601387023925,0.0073177814483642,1000,3000,2000.0
